"Y"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"
"12"	"no"	0.100053521571681	0.0545373065397143	0.0347388389054686	0.815952391596511	0.64010946592316	0.799891976872459	0.0592394520062953	0.349290942773223	0.534360255347565	0.685221262276173	0.702594109345227	0.699856400256976	0.00732977082952857	0.216143106110394
"13"	"no"	0.95406877505593	0.233162985183299	0.170559892198071	0.742862130282447	0.927994688972831	0.256196607835591	0.787154915742576	0.241582394344732	0.0994113029446453	0.88689312688075	0.597489448031411	0.570633050054312	0.921266968129203	0.9183452015277
"14"	"no"	0.415607118513435	0.868541259551421	0.232489080168307	0.105282793752849	0.89003819716163	0.00686426693573594	0.391109499149024	0.16287560458295	0.360319423489273	0.729192262748256	0.149867926724255	0.0275207683444023	0.897674664855003	0.58316568331793
"15"	"no"	0.455102417618036	0.797098209615797	0.594734184443951	0.143808837514371	0.288916192948818	0.947929146466777	0.0501802074722946	0.906366463983431	0.116837448440492	0.684500383911654	0.095716318115592	0.335113200359046	0.629274410894141	0.447488111676648
"16"	"no"	0.971055655973032	0.812881771009415	0.724861855851486	0.0440840553492308	0.339278874220327	0.122763791820034	0.398742357967421	0.715932090999559	0.000640647951513529	0.192711472511292	0.815530959982425	0.0296704226639122	0.113289256347343	0.535074926679954
"17"	"yes"	0.583987979684025	0.0166645932476968	0.486242327839136	0.900561204180121	0.956574342213571	0.704120566835627	0.353377463296056	0.786698707845062	0.96503068623133	0.395658382214606	0.25481385178864	0.62507346062921	0.955769608728588	0.322584545938298
"18"	"yes"	0.96220462443307	0.746554814744741	0.586400327272713	0.765040842816234	0.258328491123393	0.771518625086173	0.43398546311073	0.527787317056209	0.357266978826374	0.339637183118612	0.867827305104584	0.472410523099825	0.376460103783756	0.141725448193029
"19"	"no"	0.76170240319334	0.377692518057302	0.762818129034713	0.235364215215668	0.0411353223025799	0.486860085278749	0.178162997588515	0.0357677114661783	0.824538169894367	0.403992633568123	0.249062433373183	0.15886233584024	0.721665405435488	0.22014302550815
"20"	"yes"	0.714508535340428	0.361275892937556	0.334851797670126	0.0859730408992618	0.857345578959212	0.382493680343032	0.120558395748958	0.456958305556327	0.123262372799218	0.0289903951343149	0.612415814306587	0.789698665263131	0.815759259043261	0.816122814081609
"21"	"no"	0.996612856863067	0.747760890983045	0.484014692949131	0.301718392875046	0.37223855080083	0.429244317580014	0.730562735581771	0.809505280805752	0.326576731400564	0.37112799892202	0.276884059421718	0.750340969534591	0.728865813463926	0.112932909512892
"22"	"yes"	0.506270894315094	0.0348103477153927	0.413491737795994	0.611066937679425	0.676972172223032	0.801308484515175	0.403637330513448	0.647730389609933	0.576805150834844	0.202914744149894	0.85660964413546	0.195576122729108	0.574046038789675	0.831384821096435
"23"	"yes"	0.48994323820807	0.253244271501899	0.276736778905615	0.670363351004198	0.634224636247382	0.813307172153145	0.19297671248205	0.350669301580638	0.0247659136075526	0.102124080061913	0.477014559786767	0.0232581389136612	0.0721624572761357	0.147239357233047
"24"	"no"	0.649161368608475	0.327854527859017	0.28464224608615	0.490235498873517	0.658192307921126	0.374084854032844	0.616679571801797	0.00846593687310815	0.95736620016396	0.585583031177521	0.877495638094842	0.834148953668773	0.950358441099524	0.417638119775802
"25"	"no"	0.83080641226843	0.514587740181014	0.536561379209161	0.384208251722157	0.14733058353886	0.635473083239049	0.517071073874831	0.380060515366495	0.22094026603736	0.92602531099692	0.822672368958592	0.294515596935526	0.776354373665527	0.532629389781505
"26"	"yes"	0.48199900239706	0.348418535897508	0.341184699675068	0.965997108956799	0.30269023985602	0.750304614193738	0.972663566237316	0.107270310400054	0.670053875306621	0.993871085112914	0.457227668259293	0.832230876665562	0.745942210545763	0.424589724978432
"27"	"no"	0.841746223624796	0.924922392237931	0.151239004218951	0.42153275385499	0.571416267892346	0.01898641185835	0.628257128177211	0.242985056946054	0.18152379267849	0.47019408037886	0.918659034650773	0.699338128324598	0.647612089989707	0.100963593926281
"28"	"yes"	0.513701735064387	0.451897336868569	0.0813682414591312	0.178869213908911	0.882483019027859	0.0231521758250892	0.683935914188623	0.877176797483116	0.621300913859159	0.647109853802249	0.792437887750566	0.553728389786556	0.043575267540291	0.383405557367951
"29"	"yes"	0.529777535470203	0.0830271351151168	0.94543101801537	0.0341973423492163	0.595253834500909	0.488562764367089	0.966164387529716	0.0637554698623717	0.516865751473233	0.0530933486297727	0.748764872550964	0.786097950069234	0.0255505905952305	0.539132621604949
"30"	"no"	0.567112212534994	0.49520441214554	0.820138236507773	0.0377745884470642	0.856376352719963	0.588864510180429	0.749096950981766	0.0296100154519081	0.789561154553667	0.900239044800401	0.319015216547996	0.766271894332021	0.592603089753538	0.814273997209966
"31"	"no"	0.2389488783665	0.158624559640884	0.696747188223526	0.472388407681137	0.702641776064411	0.106376144569367	0.409881841856986	0.799715650966391	0.363450453849509	0.359212654875591	0.0416871269699186	0.254119978519157	0.526064668083563	0.214215223211795
"32"	"yes"	0.877995934104547	0.532021367689595	0.353186889085919	0.831227766815573	0.469058515038341	0.362990820780396	0.90452204621397	0.967482289299369	0.0974218531046063	0.908701255451888	0.786863279296085	0.921226033009589	0.302048040088266	0.663624964887276
"33"	"no"	0.654522017110139	0.157628784189001	0.0484498143196106	0.373783679911867	0.424884096952155	0.166013763053343	0.201205778634176	0.35643796203658	0.0907469906378537	0.168339080177248	0.14820346608758	0.779751131311059	0.59019977459684	0.0409800256602466
"34"	"no"	0.482370894635096	0.1352640890982	0.97354382625781	0.756006223382428	0.968478790018708	0.0113905551843345	0.777491717832163	0.0985102276317775	0.870726201217622	0.545545667409897	0.266546994447708	0.230453894706443	0.483893695753068	0.0384471011348069
"35"	"yes"	0.971029797103256	0.109967002877966	0.96963884611614	0.325168769108132	0.422988825011998	0.64590906794183	0.809818593086675	0.369817828992382	0.674468924291432	0.953261306276545	0.0118234208784997	0.460268009919673	0.542379332473502	0.844074602471665
"36"	"yes"	0.460025910520926	0.137858259491622	0.210116975475103	0.738874427042902	0.489605749258772	0.856532996287569	0.784159123664722	0.104707747465	0.404040251392871	0.0765595613047481	0.655720219248906	0.609031073749065	0.640867926646024	0.866022210102528
"37"	"yes"	0.62205648701638	0.185732306912541	0.280641346238554	0.654815434478223	0.176554013509303	0.45132852322422	0.647268856642768	0.625522485468537	0.771809935104102	0.158918589353561	0.452394772786647	0.373479362344369	0.948163259308785	0.323076668195426
"38"	"no"	0.388418034650385	0.285575435264036	0.723342300625518	0.386713898042217	0.851387295639142	0.20787851465866	0.611929396865889	0.976812390843406	0.829356257105246	0.171167043736205	0.682742978679016	0.568618443328887	0.708659156458452	0.600221039960161
"39"	"no"	0.00659272680059075	0.644597800681368	0.343848772579804	0.335297279525548	0.637280048802495	0.442572362255305	0.780265368288383	0.640555127989501	0.448952116305009	0.837132040178403	0.207643629750237	0.71232789568603	0.229500821558759	0.131636290578172
"40"	"yes"	0.938319087261334	0.725513301324099	0.424205825664103	0.77113489434123	0.425251835491508	0.0176372362766415	0.734423886518925	0.924357416806743	0.800802890444174	0.685084550874308	0.48853416997008	0.0767315656412393	0.218919229926541	0.83032937021926
"41"	"no"	0.242171092424542	0.365597653901204	0.434314683778211	0.829284972278401	0.697351583978161	0.326984757790342	0.963953578146175	0.888556774938479	0.368037505773827	0.519937337376177	0.496755294734612	0.931655276333913	0.379877388011664	0.916737321997061
"42"	"no"	0.565594530198723	0.628739235457033	0.481654127594084	0.803599298698828	0.703035538317636	0.490811967756599	0.486918996786699	0.777989091118798	0.334784680278972	0.176270069554448	0.505181942833588	0.167461366392672	0.726852544816211	0.807184629375115
"43"	"no"	0.180899103172123	0.141792132286355	0.0404820065014064	0.53021952859126	0.683652131352574	0.149757362669334	0.791477059014142	0.221685773693025	0.863270340487361	0.420848526060581	0.152370108291507	0.0319270642939955	0.83828181703575	0.665497143752873
"44"	"yes"	0.904499290045351	0.746945313410833	0.26101663033478	0.512603465234861	0.434770514955744	0.191847901558504	0.727139136753976	0.552185379900038	0.311622575158253	0.238171783275902	0.276196887716651	0.495063957758248	0.161367803812027	0.392454493092373
"45"	"no"	0.0842913051601499	0.696618280140683	0.849695670884103	0.39085286250338	0.444130443269387	0.0331811129581183	0.877909407718107	0.887384043773636	0.823716520098969	0.744746562791988	0.954777572769672	0.997609029524028	0.921638600761071	0.299345289822668
"46"	"no"	0.901171715464443	0.474918589694425	0.970110802678391	0.129585779970512	0.330095660407096	0.260846033459529	0.339416226837784	0.0994226429611444	0.443651088513434	0.468038447434083	0.265144711825997	0.775880160508677	0.750467404257506	0.643832016037777
"47"	"no"	0.891611465718597	0.870289579732344	0.625174549641088	0.349902650341392	0.248586419736966	0.370378051418811	0.262016560416669	0.852499190019444	0.225789146265015	0.246569512644783	0.193877273937687	0.941113649168983	0.684257714543492	0.458958914969116
"48"	"no"	0.723374933004379	0.295098986942321	0.561765338527039	0.389235750772059	0.804926416138187	0.521012366516516	0.85220770468004	0.28053130209446	0.145160272484645	0.397691753692925	0.747439052443951	0.7557239132002	0.948679050663486	0.890834962716326
"49"	"no"	0.564809889299795	0.198227073065937	0.0454256450757384	0.418352054897696	0.240848594345152	0.419122125953436	0.540681748883799	0.137905257521197	0.774307531770319	0.722663014894351	0.629928409354761	0.977382251759991	0.970969913294539	0.116985002765432
"50"	"no"	0.388609998160973	0.823479881742969	0.356398071628064	0.923970042495057	0.375460637034848	0.792049330659211	0.169086114270613	0.517024539643899	0.152859255438671	0.927579692797735	0.854545714566484	0.205626287031919	0.17482220265083	0.888635671697557
"51"	"yes"	0.7459288504906	0.486289436928928	0.362366320798174	0.219697278458625	0.611548619344831	0.108696578303352	0.506477980175987	0.848832048475742	0.322063164087012	0.444426366128027	0.49180959793739	0.60073065944016	0.305781032191589	0.521403513615951
"52"	"no"	0.895420984365046	0.908543813275173	0.69547295360826	0.311665994813666	0.190740290330723	0.268749134847894	0.178364763502032	0.927382312249392	0.26104613346979	0.660853597335517	0.78318865573965	0.178299401886761	0.0494725450407714	0.490592505550012
"53"	"yes"	0.80907674995251	0.504699320299551	0.715782280778512	0.129024528898299	0.618827213533223	0.254429417429492	0.0684243151918054	0.12748061795719	0.139953331323341	0.850680229719728	0.240177496336401	0.122588522266597	0.343887446448207	0.758340284693986
"54"	"no"	0.818546326132491	0.417710271431133	0.953775848262012	0.303728380938992	0.0513595351949334	0.843672811286524	0.506148173008114	0.0840757084079087	0.610223141498864	0.377473064232618	0.94109841901809	0.380626575555652	0.0868786042556167	0.149205072550103
"55"	"no"	0.421199968550354	0.461780140176415	0.529600210255012	0.592412784229964	0.53715569502674	0.898855161154643	0.704706535441801	0.537201928673312	0.00347695802338421	0.0836353478953242	0.725208065239713	0.897148352814838	0.0936078156810254	0.906112819211558
"56"	"yes"	0.176696498412639	0.116315362975001	0.815852525411174	0.594618854345754	0.401702170260251	0.425715149613097	0.449676254531369	0.0954471062868834	0.56652831682004	0.162153786513954	0.582914368482307	0.085713169304654	0.147277933778241	0.172893819864839
"57"	"yes"	0.173786558909342	0.640062948456034	0.645941505907103	0.529094613157213	0.321348293218762	0.175084370654076	0.320995674235746	0.372094457969069	0.423230457585305	0.788985086139292	0.337729372782633	0.573821876896545	0.0332739185541868	0.760315179359168
"58"	"no"	0.892545744543895	0.861612387932837	0.105274905450642	0.13727801758796	0.537093305261806	0.85329285194166	0.335628742119297	0.842792903305963	0.821073042694479	0.0532458988018334	0.607244503218681	0.690189043292776	0.666057341732085	0.966151934117079
"59"	"no"	0.743334062164649	0.977939872536808	0.138969464693218	0.480442183325067	0.411842496134341	0.0465406842995435	0.712359464494511	0.268117177765816	0.90281308721751	0.416768193477765	0.335035705938935	0.159153605345637	0.903245376888663	0.940284698037431
"60"	"no"	0.560983883915469	0.20573590346612	0.695593194803223	0.5901275256183	0.0781980480533093	0.999409371754155	0.906503277365118	0.759437271393836	0.909239451168105	0.615954602602869	0.0232669375836849	0.924751322017983	0.801373825175688	0.959135989192873
"61"	"no"	0.0712338301818818	0.634967023506761	0.470330766635016	0.608058326411992	0.249597688904032	0.45512910396792	0.144952845294029	0.343638758873567	0.431087822653353	0.325648389058188	0.671225870959461	0.0590443508699536	0.782674550777301	0.490212057717144
"62"	"no"	0.853584753349423	0.185968503821641	0.267710310639814	0.0746050169691443	0.705367343034595	0.157395494170487	0.288468046113849	0.0414374172687531	0.863938682014123	0.350441891234368	0.332261568633839	0.603584905853495	0.949986111838371	0.652931250166148
"63"	"no"	0.913710964843631	0.994208285352215	0.814339721575379	0.699907428584993	0.656479723053053	0.710670114029199	0.381781467236578	0.608946928055957	0.195912797935307	0.565896928543225	0.230838971678168	0.690398003906012	0.257785760331899	0.879122373182327
"64"	"no"	0.225361202843487	0.374238000018522	0.192334756022319	0.764792110770941	0.0716797569766641	0.661144114797935	0.928628148045391	0.147638024063781	0.273339273873717	0.790943435626104	0.729813191108406	0.856714818626642	0.231146727222949	0.176349237328395
"65"	"yes"	0.628560133045539	0.421909013297409	0.945233393693343	0.571873920504004	0.778962152078748	0.748368543805555	0.500385944964364	0.860687140841037	0.876541993115097	0.804536717012525	0.78833724418655	0.324601428816095	0.919643790461123	0.589499559020624
"66"	"no"	0.0691449935548007	0.421223016921431	0.788565078051761	0.0868246573954821	0.266575355781242	0.238759035710245	0.813799844589084	0.984322719275951	0.43949385988526	0.238630520645529	0.582378091756254	0.231476672226563	0.996805793838575	0.306265856372193
"67"	"no"	0.514853976666927	0.492032129783183	0.904543977463618	0.783640495501459	0.18734676623717	0.370041644433513	0.44982987944968	0.501311852829531	0.917906660353765	0.151679468341172	0.720390070462599	0.542898059356958	0.309705896535888	0.93620977899991
"68"	"yes"	0.805417287861928	0.375553981633857	0.423533576540649	0.302929167402908	0.864694277290255	0.525892082136124	0.021834627725184	0.820897932630032	0.96352376556024	0.894674981245771	0.440620322944596	0.456018170807511	0.223222588887438	0.0619826808106154
"69"	"yes"	0.971789465518668	0.562961590709165	0.950966316042468	0.693786493036896	0.205398006830364	0.224678660277277	0.27740833745338	0.605699493549764	0.42803500383161	0.853141842642799	0.0749339815229177	0.358717249240726	0.910518822493032	0.230081085348502
"70"	"yes"	0.342915244866163	0.160834283800796	0.666002921992913	0.395429066615179	0.534385961014777	0.544624746777117	0.914776526857167	0.0547148729674518	0.000867309747263789	0.915129579836503	0.223167831776664	0.943657870637253	0.504484153352678	0.73891227459535
"71"	"no"	0.63136344240047	0.170219789491966	0.844524004962295	0.131569423014298	0.73746525333263	0.459402247332036	0.0403484713751823	0.47460522223264	0.634962996700779	0.394258254906163	0.381383967353031	0.429571125889197	0.363618122879416	0.67191341239959
"72"	"no"	0.410054257372394	0.0373091849032789	0.320078898221254	0.317649415927008	0.245740842539817	0.255870408378541	0.570867441128939	0.218560360139236	0.585219053318724	0.223658891860396	0.881438170094043	0.0991887224372476	0.604567195521668	0.730184223968536
"73"	"no"	0.345694060437381	0.474250317551196	0.433705703355372	0.889154243515804	0.122963965171948	0.524454013677314	0.0747174858115613	0.358024816727266	0.685738197760656	0.119031693786383	0.842817269265652	0.790141306584701	0.971553398529068	0.156488360371441
"74"	"no"	0.824872852535918	0.49354327772744	0.893189001362771	0.858669531997293	0.989068236667663	0.178637250326574	0.439131934428588	0.680071416310966	0.945164315169677	0.24270953447558	0.264013413572684	0.601118721999228	0.214066415792331	0.616480336058885
"75"	"yes"	0.689900528639555	0.296883278992027	0.515271683456376	0.0786809485871345	0.19606072246097	0.637889626668766	0.746348715154454	0.493009901838377	0.571122286142781	0.739846384618431	0.666653871536255	0.149038684554398	0.885189064778388	0.418846632353961
"76"	"no"	0.320645014755428	0.835668433457613	0.684877383057028	0.69070045906119	0.58412879682146	0.658471457893029	0.320479212794453	0.73190643498674	0.989753703586757	0.470964480191469	0.260388346388936	0.178029334638268	0.761995543958619	0.861611115280539
"77"	"no"	0.441329659428447	0.0255609729792923	0.303941780468449	0.300988383824006	0.292411928996444	0.617893701186404	0.380656923167408	0.112593184225261	0.468053739517927	0.905055646318942	0.986454012803733	0.953183365752921	0.281650110380724	0.706618942553177
"78"	"no"	0.261885447893292	0.47842786158435	0.98153555742465	0.686989292036742	0.966796703403816	0.664302050834522	0.43696629581973	0.565823515877128	0.21017304318957	0.916258814046159	0.711965323192999	0.897104539209977	0.7665307787247	0.679542071651667
"79"	"no"	0.133204466663301	0.567137361969799	0.557029652874917	0.849102188833058	0.955516536254436	0.250519577180967	0.719285510014743	0.386323577258736	0.330988990608603	0.289754544850439	0.461806789273396	0.983437535585836	0.237361480016261	0.712852362077683
"80"	"no"	0.91047868761234	0.865010128589347	0.291551216971129	0.280388926155865	0.353794180089608	0.10988225066103	0.738711931742728	0.980252580950037	0.193523941095918	0.780557058518752	0.254348643589765	0.635963836451992	0.871383919380605	0.00989247323013842
"81"	"no"	0.709167925873771	0.247772220522165	0.175197195261717	0.298810223117471	0.776841178769246	0.376961783971637	0.206005247076973	0.494256418431178	0.172696883557364	0.132660921430215	0.308967288583517	0.268543638754636	0.5384220124688	0.0561123488005251
"82"	"yes"	0.572026313049719	0.0250758798792958	0.4059014164377	0.534798121778294	0.898648779373616	0.468905218411237	0.387974563986063	0.186007855227217	0.896362844854593	0.731798915658146	0.0107602835632861	0.6585018041078	0.29555381834507	0.283516563475132
"83"	"no"	0.916968236677349	0.0889678471721709	0.409059877740219	0.131914650788531	0.103762764949352	0.30664535285905	0.990808597300202	0.812610742636025	0.72729649534449	0.0489187545608729	0.47838633088395	0.0152179859578609	0.51925321877934	0.0628155246376991
"84"	"yes"	0.901910115499049	0.95069687301293	0.629703907761723	0.986555053852499	0.0414958272594959	0.0965285752899945	0.274507354712114	0.517626422690228	0.0845712306909263	0.41664087632671	0.643088416196406	0.734838501084596	0.0127715170383453	0.387982571264729
"85"	"no"	0.0586219872348011	0.395116379251704	0.103433017851785	0.43910598102957	0.351639617467299	0.349031773395836	0.628551484551281	0.0450962921604514	0.244061399251223	0.897728038020432	0.833905315492302	0.0321010556071997	0.464683524332941	0.901469171512872
"86"	"no"	0.0457009491510689	0.0529518537223339	0.499459319980815	0.625942916143686	0.0190052206162363	0.956133042695001	0.621107093757018	0.773242982570082	0.528614111244678	0.998832382261753	0.598723756847903	0.790675972821191	0.225947631988674	0.155203713104129
"87"	"yes"	0.988808509195223	0.886697341455147	0.0103176655247808	0.19812292419374	0.709572028135881	0.391192817827687	0.1664433197584	0.681197255617008	0.302438132930547	0.983097514836118	0.633791441097856	0.687814983306453	0.995023004710674	0.0065891221165657
"88"	"no"	0.205824960023165	0.0383332148194313	0.17413308378309	0.441852933960035	0.576499619055539	0.363750266376883	0.661164900287986	0.864293346880004	0.0129865750204772	0.271385204978287	0.880214236909524	0.338382598711178	0.425859375623986	0.855788689339533
"89"	"yes"	0.929055972024798	0.52611557720229	0.863655330846086	0.0890144919976592	0.518109628697857	0.0123426171485335	0.782522485824302	0.215775321936235	0.925658178282902	0.0840182292740792	0.538012787699699	0.130867051193491	0.968864319380373	0.293520877603441
"90"	"no"	0.194303552154452	0.242144943214953	0.792939975857735	0.447034394834191	0.183364036958665	0.0717260611709207	0.575484370114282	0.571453753858805	0.155845626955852	0.673886036965996	0.154781157383695	0.279481783742085	0.271975713083521	0.456901658792049
"91"	"yes"	0.12680093664676	0.339807030279189	0.659311314346269	0.968858196865767	0.814874790376052	0.59354305989109	0.940614479593933	0.322483558906242	0.989548780256882	0.410975155187771	0.972302702022716	0.458746304968372	0.0947454406414181	0.353942225687206
"92"	"yes"	0.539368811063468	0.995764929568395	0.147730970056728	0.0178065539803356	0.549380165757611	0.866342995781451	0.469980853144079	0.881029867799953	0.54756662552245	0.469190198928118	0.422260806430131	0.141409314470366	0.439037415664643	0.905399441486225
"93"	"no"	0.272337059257552	0.449778359150514	0.141571467043832	0.279931012773886	0.150434516603127	0.859204021980986	0.957549157785252	0.528021240374073	0.613695842213929	0.0449455948546529	0.0838110318873078	0.0301903502549976	0.971996773965657	0.0229177242144942
"94"	"no"	0.353586649522185	0.166288160486147	0.821664298186079	0.548713532276452	0.174172162078321	0.943792380625382	0.189628895372152	0.861017998307943	0.669290678109974	0.259158900240436	0.150637195678428	0.562545645050704	0.760622203350067	0.829656081274152
"95"	"yes"	0.0841048567090183	0.480242623947561	0.146634264616296	0.853055098326877	0.142882213927805	0.14433148689568	0.599637942854315	0.45312192523852	0.606619253987446	0.747836511116475	0.502333602868021	0.862862575799227	0.406849930528551	0.118272103369236
"96"	"no"	0.7654377091676	0.449840417131782	0.231758911861107	0.54652190185152	0.186956542544067	0.00600526644848287	0.00863069156184793	0.563264025840908	0.133484394988045	0.867158664623275	0.352627438260242	0.0363434248138219	0.78761892975308	0.973240259801969
"97"	"no"	0.444485993124545	0.566199130844325	0.387508069165051	0.873570507625118	0.0109459410887212	0.355168252019212	0.565913426689804	0.326765914913267	0.373819273663685	0.995403162902221	0.939960625953972	0.875233964296058	0.686395882628858	0.273039501160383
"98"	"yes"	0.0361374919302762	0.939319328637794	0.27481657336466	0.409336999291554	0.641372663900256	0.20387952029705	0.387716935249045	0.155452631181106	0.240368696628138	0.0728383578825742	0.914497174555436	0.754613254684955	0.597065475769341	0.0864998861216009
"99"	"yes"	0.701289142947644	0.00611605728045106	0.305845648283139	0.818648302694783	0.770928603364155	0.808955742511898	0.46848715050146	0.908443846739829	0.164295714348555	0.938065864611417	0.160629319492728	0.610628233291209	0.427918782224879	0.234979332657531
"100"	"no"	0.253427358111367	0.305626516696066	0.47335418802686	0.388469619909301	0.777899734443054	0.255201206309721	0.855071052908897	0.683290176326409	0.418656756402925	0.291148404823616	0.0384166813455522	0.618739374913275	0.331412577768788	0.323307120474055
"101"	"yes"	0.629631243413314	0.022242515347898	0.364236166002229	0.181515962351114	0.761946785030887	0.677019239403307	0.823830156354234	0.175013254629448	0.3626084018033	0.800915524130687	0.588166553061455	0.981794081395492	0.904339892789721	0.832697363104671
"102"	"no"	0.26640361500904	0.950909160543233	0.475309411529452	0.0180262259673327	0.223586982814595	0.932386454427615	0.015542944194749	0.515013417927548	0.624744703993201	0.714156191097572	0.753026828402653	0.254726265091449	0.848212609067559	0.529216724680737
"103"	"yes"	0.532445900142193	0.447333615040407	0.83222514227964	0.870812906650826	0.988703773124143	0.896050656912848	0.740086418576539	0.714430971769616	0.18225232232362	0.422552036354318	0.895652688574046	0.584760417928919	0.543611282249913	0.829518275568262
"104"	"yes"	0.468264800496399	0.949311438715085	0.331819235812873	0.215039076516405	0.864580447319895	0.915416257223114	0.269877804908901	0.508776895236224	0.887289085425436	0.885684214998037	0.703106499277055	0.754454777576029	0.682225399417803	0.658998734783381
"105"	"yes"	0.574396894779056	0.813573787221685	0.90230332268402	0.289861793396994	0.964346990222111	0.737950435141101	0.268084798706695	0.825901425909251	0.0633076303638518	0.134954694658518	0.748688333900645	0.473019343568012	0.806683285394683	0.283214257098734
"106"	"no"	0.668445498216897	0.497744828928262	0.60277820774354	0.545143824536353	0.951001122128218	0.496854613302276	0.806328489212319	0.0260658385232091	0.753453935263678	0.772460148436949	0.707920174347237	0.00890799914486706	0.450847866013646	0.518924111966044
"107"	"no"	0.212113675428554	0.218540558591485	0.72684600786306	0.416814619675279	0.141181859886274	0.386502508306876	0.385487046325579	0.64745734538883	0.498403269797564	0.475278861587867	0.522047195816413	0.471192758763209	0.42851376417093	0.205454635201022
"108"	"no"	0.975632399087772	0.253544633276761	0.396755030844361	0.749177529942244	0.253148733172566	0.433770773932338	0.0180318963248283	0.409597357735038	0.654767693020403	0.236699459608644	0.136885437183082	0.859621952287853	0.889811737230048	0.113064379198477
"109"	"no"	0.809382772771642	0.651273999596015	0.587335554650053	0.355606727069244	0.423091063741595	0.163956982083619	0.775914364494383	0.496653891168535	0.298916293540969	0.644204302923754	0.969550885492936	0.872193536022678	0.98458967753686	0.195447744801641
"110"	"no"	0.275334256468341	0.144753883592784	0.795678857713938	0.892850304953754	0.388199782231823	0.916570834349841	0.13316709920764	0.287249057088047	0.1217965784017	0.71595909469761	0.0543658290989697	0.0729349716566503	0.619057283969596	0.393418940948322
"111"	"no"	0.399123691488057	0.99703504727222	0.759214193793014	0.505427012452856	0.124904697528109	0.535260416334495	0.219612084096298	0.166692591039464	0.364583391463384	0.622437121579424	0.319456812227145	0.735619012499228	0.425476686330512	0.843851914862171
"112"	"yes"	0.290300444234163	0.390046955086291	0.75697768596001	0.222434979164973	0.556436159415171	0.589825295144692	0.706027121748775	0.521778392605484	0.832643368747085	0.743915449827909	0.845682608196512	0.178132575703785	0.367961260490119	0.470452336128801
"113"	"yes"	0.492993233725429	0.117277042008936	0.805885665584356	0.954637070652097	0.932391242589802	0.935770752839744	0.971654850058258	0.302426255075261	0.0311935064382851	0.126366126118228	0.963568246923387	0.0566165766213089	0.393765461165458	0.178238392807543
